1;87;0;0;25;1;
0;3;0;1;25;1;
2;35;1;1;25;1;
3;46;0;1;25;1;
1;74;0;1;25;1;
4;21;1;0;25;1;
2;14;0;1;25;1;
2;29;1;1;25;1;
5;61;0;1;25;1;
1;94;0;0;1;2;
1;69;1;0;1;2;
1;87;0;1;1;2;
4;22;1;0;1;2;
1;77;0;0;1;2;
3;22;1;0;1;2;
1;79;1;1;1;2;
3;24;1;1;1;2;
0;9;0;0;1;2;
5;29;1;1;1;2;
1;93;1;0;1;2;
1;96;1;1;1;2;
3;40;0;1;1;2;
3;13;1;0;1;2;
1;84;1;0;1;2;
1;79;0;0;2;2;
3;51;1;1;2;2;
1;83;1;0;2;2;
2;38;1;0;2;2;
0;11;0;1;2;2;
0;9;0;1;2;2;
0;7;0;1;2;2;
1;92;1;1;2;2;
4;16;1;0;2;2;
1;84;1;0;2;2;
2;22;0;0;2;2;
4;44;0;1;2;2;
1;68;0;0;2;2;
1;92;0;0;2;2;
1;88;1;0;2;2;
0;5;1;1;3;2;
2;27;1;1;3;2;
0;2;0;0;3;2;
3;49;1;1;3;2;
1;71;0;0;3;2;
1;92;1;0;3;2;
4;42;1;0;3;2;
3;39;0;0;3;2;
1;94;0;0;3;2;
0;3;1;0;3;2;
0;11;0;0;3;2;
1;68;1;0;3;2;
3;57;1;1;3;2;
1;96;0;1;3;2;
5;50;1;1;3;2;
1;70;0;0;4;2;
1;80;0;0;4;2;
0;8;0;0;4;2;
1;78;0;0;4;2;
1;70;0;0;4;2;
2;58;1;0;4;2;
1;94;1;0;4;2;
0;10;1;0;4;2;
0;1;1;0;4;2;
1;78;1;1;4;2;
0;4;1;0;4;2;
3;56;1;1;4;2;
3;56;1;0;4;2;
0;6;0;0;4;2;
2;55;0;0;4;2;
4;35;0;1;5;2;
3;18;0;1;5;2;
1;98;1;1;5;2;
1;72;1;1;5;2;
4;38;1;1;5;2;
0;10;1;1;5;2;
3;64;1;0;5;2;
2;62;0;1;5;2;
4;53;1;1;5;2;
0;1;1;0;5;2;
3;53;0;0;5;2;
4;32;0;1;5;2;
0;5;0;1;5;2;
1;77;0;1;5;2;
1;99;0;1;5;2;
0;4;1;1;6;2;
0;8;1;0;6;2;
0;5;1;1;6;2;
3;42;1;1;6;2;
0;1;1;1;6;2;
0;3;0;0;6;2;
1;81;0;0;6;2;
4;31;0;1;6;2;
1;70;1;0;6;2;
4;35;0;1;6;2;
3;59;1;1;6;2;
0;12;1;0;6;2;
3;60;1;1;6;2;
4;40;1;1;6;2;
4;62;0;1;6;2;
1;82;1;1;7;2;
3;50;0;0;7;2;
1;72;0;1;7;2;
4;26;1;1;7;2;
1;67;1;1;7;2;
2;64;0;1;7;2;
1;69;1;0;7;2;
5;43;0;0;7;2;
1;95;0;0;7;2;
1;81;1;0;7;2;
4;53;1;0;7;2;
4;33;1;1;7;2;
1;93;0;1;7;2;
3;48;1;0;7;2;
0;2;0;1;7;2;
2;34;1;0;8;2;
0;2;0;0;8;2;
1;79;0;1;8;2;
0;7;1;0;8;2;
5;45;1;0;8;2;
2;56;1;0;8;2;
0;9;1;0;8;2;
3;30;1;1;8;2;
1;88;1;0;8;2;
3;61;0;1;8;2;
1;70;1;0;8;2;
2;50;0;1;8;2;
5;13;0;1;8;2;
1;68;0;0;8;2;
5;43;0;1;8;2;
1;91;1;1;9;2;
1;66;1;1;9;2;
1;68;0;0;9;2;
0;2;1;0;9;2;
0;4;1;1;9;2;
0;1;0;0;9;2;
1;88;0;0;9;2;
1;67;1;0;9;2;
4;34;0;0;9;2;
5;14;0;0;9;2;
1;85;1;0;9;2;
0;1;0;0;9;2;
0;9;0;0;9;2;
4;46;1;0;9;2;
2;20;0;0;9;2;
1;65;0;1;10;2;
1;93;1;1;10;2;
1;82;0;0;10;2;
1;66;1;0;10;2;
3;22;0;0;10;2;
1;76;0;0;10;2;
0;1;0;0;10;2;
0;10;0;1;10;2;
1;66;1;0;10;2;
5;51;1;1;10;2;
4;38;0;1;10;2;
2;27;0;1;10;2;
0;8;0;0;10;2;
1;99;0;0;10;2;
1;95;0;0;10;2;
1;88;1;1;11;2;
0;10;0;0;11;2;
4;26;0;0;11;2;
1;94;1;1;11;2;
3;59;1;0;11;2;
0;4;1;1;11;2;
1;78;0;1;11;2;
5;47;1;1;11;2;
4;50;0;1;11;2;
1;88;0;0;11;2;
1;81;0;1;11;2;
4;43;1;0;11;2;
4;50;1;1;11;2;
5;29;0;1;11;2;
5;41;0;0;11;2;
3;18;0;1;12;2;
1;92;0;1;12;2;
1;87;0;0;12;2;
0;4;0;1;12;2;
1;84;0;1;12;2;
1;94;1;1;12;2;
3;60;1;1;12;2;
3;28;1;1;12;2;
1;92;0;0;12;2;
5;64;1;1;12;2;
0;8;1;1;12;2;
3;33;1;1;12;2;
3;50;1;1;12;2;
2;59;1;0;12;2;
1;92;0;1;12;2;
4;29;1;1;13;2;
0;12;0;1;13;2;
0;8;1;0;13;2;
0;11;1;1;13;2;
1;74;0;1;13;2;
3;61;0;0;13;2;
1;88;1;0;13;2;
1;82;0;1;13;2;
1;93;1;1;13;2;
5;43;0;0;13;2;
5;19;0;0;13;2;
2;42;1;1;13;2;
1;85;1;1;13;2;
1;66;0;1;13;2;
2;17;1;0;13;2;
5;60;0;1;14;2;
4;23;0;1;14;2;
1;89;1;1;14;2;
2;58;0;1;14;2;
4;15;1;0;14;2;
1;71;0;1;14;2;
1;70;1;0;14;2;
1;73;0;1;14;2;
1;87;1;0;14;2;
2;56;0;1;14;2;
2;41;0;0;14;2;
2;18;0;0;14;2;
5;60;0;0;14;2;
1;90;0;1;14;2;
3;25;1;0;14;2;
0;9;1;1;15;2;
5;35;1;0;15;2;
1;93;0;0;15;2;
1;98;1;0;15;2;
1;96;1;0;15;2;
0;8;1;1;15;2;
4;39;0;0;15;2;
5;38;1;1;15;2;
1;87;0;0;15;2;
2;33;1;1;15;2;
3;21;1;1;15;2;
0;1;0;1;15;2;
4;15;0;1;15;2;
4;33;1;0;15;2;
0;11;0;1;15;2;
5;48;0;0;16;2;
1;97;1;1;16;2;
1;75;0;0;16;2;
3;61;1;0;16;2;
1;65;0;0;16;2;
5;30;0;0;16;2;
5;51;0;1;16;2;
5;24;1;1;16;2;
5;27;1;1;16;2;
2;59;0;0;16;2;
0;10;1;1;16;2;
4;24;1;0;16;2;
5;49;1;1;16;2;
0;3;0;1;16;2;
5;42;0;0;16;2;
0;2;1;0;17;2;
1;70;1;1;17;2;
2;37;1;0;17;2;
3;58;0;1;17;2;
3;25;1;0;17;2;
4;15;1;0;17;2;
2;56;1;0;17;2;
1;87;0;0;17;2;
4;37;1;1;17;2;
4;48;0;1;17;2;
2;32;0;0;17;2;
1;75;0;0;17;2;
3;60;0;0;17;2;
3;52;1;0;17;2;
2;14;0;0;17;2;
3;37;0;1;18;2;
4;50;0;0;18;2;
4;32;1;0;18;2;
3;15;0;1;18;2;
1;68;1;1;18;2;
1;96;0;0;18;2;
3;20;0;0;18;2;
2;44;0;1;18;2;
5;31;1;0;18;2;
5;62;1;0;18;2;
1;82;0;1;18;2;
5;48;1;0;18;2;
1;83;1;0;18;2;
5;41;1;1;18;2;
5;14;0;1;18;2;
3;64;0;1;19;2;
0;10;1;0;19;2;
3;34;0;1;19;2;
4;23;1;1;19;2;
2;60;0;0;19;2;
1;65;0;0;19;2;
4;26;1;0;19;2;
1;79;0;0;19;2;
1;85;1;1;19;2;
1;93;1;1;19;2;
4;64;1;1;19;2;
1;80;0;1;19;2;
5;24;0;0;19;2;
3;60;1;0;19;2;
3;62;1;0;19;2;
3;38;1;0;20;2;
0;11;1;1;20;2;
4;13;1;1;20;2;
1;65;0;0;20;2;
2;32;0;1;20;2;
1;69;0;1;20;2;
1;90;0;1;20;2;
4;40;1;0;20;2;
4;41;1;0;20;2;
0;7;1;1;20;2;
5;16;1;0;20;2;
0;2;0;1;20;2;
0;7;0;0;20;2;
5;23;1;0;20;2;
1;74;1;0;20;2;
3;51;0;0;21;2;
1;84;0;1;21;2;
2;48;1;0;21;2;
2;26;0;0;21;2;
1;76;1;1;21;2;
3;26;0;0;21;2;
4;37;1;0;21;2;
1;94;0;0;21;2;
1;85;0;0;21;2;
4;44;1;0;21;2;
3;51;1;0;21;2;
1;87;1;1;21;2;
1;67;0;0;21;2;
1;87;0;0;21;2;
4;47;0;1;21;2;
2;53;0;0;22;2;
1;65;0;0;22;2;
4;15;0;1;22;2;
0;8;1;0;22;2;
2;26;0;1;22;2;
4;17;1;0;22;2;
3;19;0;0;22;2;
1;86;1;0;22;2;
4;45;1;0;22;2;
1;85;1;1;22;2;
3;57;1;0;22;2;
0;9;0;0;22;2;
3;59;0;0;22;2;
2;18;0;0;22;2;
5;38;0;1;22;2;
4;46;1;1;23;2;
5;51;1;1;23;2;
5;37;1;0;23;2;
1;80;1;0;23;2;
1;69;1;0;23;2;
0;12;1;1;23;2;
1;66;0;0;23;2;
1;74;1;1;23;2;
4;17;0;1;23;2;
1;95;1;1;23;2;
3;38;1;1;23;2;
5;13;0;1;23;2;
4;33;1;1;23;2;
4;26;1;0;23;2;
0;4;1;1;23;2;
2;42;0;1;24;2;
1;74;0;0;24;2;
4;61;0;0;24;2;
4;61;1;0;24;2;
4;22;0;1;24;2;
4;44;1;0;24;2;
2;25;1;1;24;2;
2;35;1;0;24;2;
0;3;1;0;24;2;
4;57;0;0;24;2;
5;60;0;1;24;2;
1;75;1;1;24;2;
2;42;1;0;24;2;
3;37;0;0;24;2;
1;87;0;0;24;2;
2;27;1;1;25;2;
1;92;0;0;25;2;
0;6;1;1;25;2;
3;18;0;0;25;2;
3;34;1;0;25;2;
4;19;1;1;25;2;
2;48;0;0;25;2;
1;74;1;0;25;2;
2;34;1;1;25;2;
4;13;0;0;25;2;
3;30;1;0;25;2;
5;20;0;0;25;2;
5;64;0;0;25;2;
3;60;1;0;25;2;
1;73;0;1;25;2;
3;18;1;1;26;2;
2;47;1;1;26;2;
2;16;0;1;26;2;
1;67;0;1;26;2;
5;59;1;1;26;2;
5;13;1;1;26;2;
1;82;0;0;26;2;
2;59;0;0;26;2;
0;8;0;0;26;2;
4;20;0;0;26;2;
0;12;1;1;26;2;
5;22;0;1;26;2;
4;60;0;0;26;2;
4;45;1;0;26;2;
1;97;0;1;26;2;
5;16;0;0;27;2;
1;71;0;1;27;2;
1;66;1;1;27;2;
1;65;1;0;27;2;
0;10;1;1;27;2;
2;28;1;1;27;2;
3;17;1;0;27;2;
1;84;1;1;27;2;
4;62;0;0;27;2;
0;12;0;1;27;2;
3;63;0;0;27;2;
2;51;0;0;27;2;
2;40;1;1;27;2;
1;66;1;1;27;2;
3;29;0;0;27;2;
1;75;1;0;28;2;
2;22;0;0;28;2;
4;16;0;1;28;2;
2;55;1;0;28;2;
4;27;0;1;28;2;
1;98;0;0;28;2;
4;13;0;1;28;2;
1;92;1;1;28;2;
5;23;0;0;28;2;
2;38;1;0;28;2;
0;4;1;1;28;2;
3;54;1;1;28;2;
5;17;0;1;28;2;
3;54;0;1;28;2;
0;2;1;1;28;2;
1;90;1;0;1;3;
2;44;1;1;2;3;
5;21;1;0;3;3;
4;53;1;0;4;3;
1;67;1;1;5;3;
0;10;1;1;6;3;
1;75;1;0;7;3;
3;54;0;0;8;3;
4;46;0;1;9;3;
5;48;1;1;10;3;
2;14;1;0;11;3;
3;22;1;0;12;3;
4;34;1;1;13;3;
1;66;1;1;14;3;
2;19;0;0;15;3;
1;89;1;1;16;3;
3;27;1;0;17;3;
3;49;0;0;18;3;
2;28;0;1;19;3;
2;18;0;0;20;3;
2;36;1;0;21;3;
5;33;0;0;22;3;
4;42;1;1;23;3;
1;66;0;1;24;3;
1;71;0;0;25;3;
2;48;0;1;26;3;
3;28;1;1;27;3;
3;31;0;0;28;3;
3;23;1;1;1;4;
1;68;0;1;1;4;
2;31;0;0;1;4;
2;24;0;1;9;4;
1;70;0;1;9;4;
2;40;0;0;9;4;
2;17;0;0;17;4;
1;67;1;0;17;4;
1;69;1;1;17;4;
2;50;0;1;25;4;
4;20;0;0;25;4;
4;49;0;1;25;4;
0;2;1;1;1;5;
1;77;0;0;1;5;
1;84;0;1;1;5;
2;44;0;1;1;5;
1;76;0;1;1;5;
3;59;1;1;1;5;
1;75;1;1;1;5;
4;53;1;1;1;5;
0;11;1;0;1;5;
0;3;0;1;1;5;
0;7;1;1;1;5;
3;16;0;0;1;5;
3;46;1;0;1;5;
4;23;0;1;1;5;
4;60;0;0;1;5;
3;27;1;1;1;5;
4;33;1;0;1;5;
5;16;1;0;1;5;
1;95;1;1;10;5;
3;43;1;1;10;5;
4;22;1;1;10;5;
3;24;1;1;10;5;
5;48;1;0;10;5;
5;14;0;1;10;5;
2;63;0;1;10;5;
3;13;0;1;10;5;
1;82;1;0;10;5;
4;20;1;1;10;5;
1;69;0;0;10;5;
4;59;1;1;10;5;
3;18;1;0;10;5;
5;15;0;0;10;5;
2;14;0;1;10;5;
1;75;1;0;10;5;
1;73;0;1;10;5;
5;60;1;0;10;5;
5;30;1;1;19;5;
3;19;1;0;19;5;
1;81;0;0;19;5;
3;40;1;1;19;5;
1;87;0;1;19;5;
1;86;0;1;19;5;
4;33;0;0;19;5;
4;45;0;1;19;5;
1;96;0;0;19;5;
1;95;0;1;19;5;
0;1;1;1;19;5;
4;44;0;1;19;5;
2;57;1;1;19;5;
2;52;1;1;19;5;
2;63;1;0;19;5;
4;41;0;0;19;5;
4;62;0;1;19;5;
0;11;1;1;19;5;
2;47;0;0;28;5;
5;16;1;1;28;5;
1;96;1;1;28;5;
1;70;0;1;28;5;
0;2;1;0;28;5;
5;27;0;0;28;5;
2;30;1;1;28;5;
1;66;1;0;28;5;
3;33;0;0;28;5;
4;58;1;1;28;5;
1;87;0;1;28;5;
5;27;1;0;28;5;
1;77;0;0;28;5;
1;97;0;0;28;5;
1;97;0;1;28;5;
1;96;0;0;28;5;
5;58;0;1;28;5;
3;63;1;0;28;5;
4;50;0;0;1;6;
1;86;1;0;1;6;
1;69;0;1;1;6;
1;98;0;1;1;6;
1;90;1;1;4;6;
0;8;0;1;4;6;
3;23;0;0;4;6;
0;1;1;0;4;6;
0;5;0;1;7;6;
4;17;0;0;7;6;
4;31;1;1;7;6;
5;26;0;1;7;6;
0;10;1;0;10;6;
1;76;1;0;10;6;
1;85;0;0;10;6;
2;24;0;1;10;6;
3;39;1;0;13;6;
3;62;1;1;13;6;
5;52;1;0;13;6;
5;54;0;1;13;6;
3;32;1;1;16;6;
5;16;1;0;16;6;
1;86;1;1;16;6;
3;15;1;0;16;6;
5;31;1;0;19;6;
2;38;0;1;19;6;
1;88;1;1;19;6;
2;22;1;1;19;6;
1;82;1;0;22;6;
5;38;0;1;22;6;
4;24;1;1;22;6;
4;33;1;0;22;6;
2;47;1;1;25;6;
2;52;1;1;25;6;
0;5;0;0;25;6;
0;11;0;1;25;6;
4;24;1;0;28;6;
2;56;0;1;28;6;
3;38;1;1;28;6;
5;52;0;1;28;6;
4;52;1;0;1;7;
4;35;1;0;1;7;
4;28;0;0;1;7;
4;55;1;1;1;7;
2;55;0;1;1;7;
1;89;0;1;1;7;
4;36;0;0;1;7;
3;13;0;1;1;7;
1;94;0;0;1;7;
2;54;1;1;1;7;
2;18;1;0;1;7;
2;48;0;1;6;7;
1;99;1;0;6;7;
1;71;1;1;6;7;
2;17;1;0;6;7;
4;51;0;1;6;7;
3;42;1;0;6;7;
3;29;0;1;6;7;
3;39;1;1;6;7;
5;38;1;0;6;7;
1;77;1;0;6;7;
1;69;1;1;6;7;
5;48;0;1;11;7;
1;74;0;1;11;7;
3;19;1;1;11;7;
4;52;0;0;11;7;
5;59;0;0;11;7;
4;32;1;0;11;7;
4;54;0;0;11;7;
1;91;1;1;11;7;
1;84;0;1;11;7;
1;95;0;0;11;7;
3;50;0;0;11;7;
0;8;1;1;16;7;
1;90;1;1;16;7;
3;13;0;0;16;7;
1;69;0;0;16;7;
3;52;0;0;16;7;
3;13;1;0;16;7;
4;54;0;1;16;7;
1;82;0;1;16;7;
0;2;1;0;16;7;
0;12;0;1;16;7;
4;54;1;1;16;7;
3;35;1;0;21;7;
0;4;1;0;21;7;
1;93;1;0;21;7;
4;49;1;0;21;7;
5;64;1;1;21;7;
5;40;1;0;21;7;
0;6;1;1;21;7;
0;8;1;0;21;7;
1;85;1;1;21;7;
2;22;1;1;21;7;
0;1;0;1;21;7;
2;16;1;1;26;7;
0;3;1;1;26;7;
1;66;1;1;26;7;
5;44;0;1;26;7;
1;73;0;1;26;7;
1;78;0;1;26;7;
1;93;1;1;26;7;
0;4;1;1;26;7;
1;92;0;1;26;7;
3;57;0;0;26;7;
5;33;1;1;26;7;
1;92;1;0;1;8;
3;61;0;1;1;8;
3;41;1;1;4;8;
1;78;0;1;4;8;
1;79;0;0;7;8;
4;54;1;0;7;8;
3;24;0;0;10;8;
4;56;1;0;10;8;
4;24;1;0;13;8;
5;23;0;1;13;8;
5;38;1;1;16;8;
3;47;1;1;16;8;
1;90;1;0;19;8;
1;73;1;0;19;8;
4;45;1;0;22;8;
0;12;0;0;22;8;
1;74;0;1;25;8;
0;3;0;1;25;8;
2;50;0;0;28;8;
4;58;0;1;28;8;
1;73;0;0;1;9;
4;37;1;0;1;9;
3;62;0;1;2;9;
5;23;0;0;2;9;
1;66;1;1;3;9;
1;87;0;0;3;9;
4;50;0;0;4;9;
1;71;1;1;4;9;
1;97;0;1;5;9;
4;56;1;0;5;9;
0;9;0;0;6;9;
2;37;1;1;6;9;
0;4;0;0;7;9;
1;75;1;0;7;9;
0;3;1;1;8;9;
1;68;0;0;8;9;
1;66;0;0;9;9;
2;21;1;0;9;9;
5;43;0;1;10;9;
4;44;0;0;10;9;
1;74;1;1;11;9;
5;62;0;1;11;9;
1;94;0;1;12;9;
1;68;1;0;12;9;
1;69;1;0;13;9;
5;58;0;1;13;9;
1;86;1;1;14;9;
1;75;0;0;14;9;
2;57;1;1;15;9;
4;62;1;0;15;9;
2;18;1;1;16;9;
1;76;1;1;16;9;
0;6;0;0;17;9;
1;89;0;1;17;9;
4;19;0;0;18;9;
3;39;0;0;18;9;
0;3;1;1;19;9;
3;22;1;0;19;9;
3;43;1;1;20;9;
5;33;0;1;20;9;
1;71;0;0;21;9;
1;84;0;0;21;9;
1;73;0;1;22;9;
2;13;0;1;22;9;
1;91;1;0;23;9;
3;42;0;1;23;9;
4;46;0;1;24;9;
3;44;1;1;24;9;
0;6;1;1;25;9;
0;10;0;1;25;9;
0;11;0;0;26;9;
0;1;1;1;26;9;
4;23;1;0;27;9;
2;18;1;1;27;9;
3;53;0;1;28;9;
1;81;0;0;28;9;
5;64;1;0;1;10;
5;34;1;1;1;10;
4;61;0;1;1;10;
1;85;0;1;9;10;
0;2;0;1;9;10;
2;22;1;1;9;10;
1;75;0;0;17;10;
2;31;1;0;17;10;
2;39;1;1;17;10;
3;15;1;0;25;10;
2;59;1;1;25;10;
1;68;1;1;25;10;
1;76;0;0;1;11;
5;45;1;0;1;11;
0;1;1;1;1;11;
4;17;1;0;5;11;
1;89;1;1;5;11;
1;92;1;1;5;11;
1;81;1;0;9;11;
1;72;0;0;9;11;
1;86;0;1;9;11;
1;88;1;0;13;11;
4;39;0;1;13;11;
4;34;1;0;13;11;
5;49;0;0;17;11;
5;56;1;1;17;11;
1;80;1;0;17;11;
0;1;0;1;21;11;
3;27;1;1;21;11;
1;94;0;1;21;11;
3;47;0;0;25;11;
1;92;0;0;25;11;
0;12;0;0;25;11;
3;47;1;0;1;12;
1;94;1;1;1;12;
1;75;0;0;1;12;
4;22;1;0;1;12;
2;64;0;1;1;12;
5;57;1;0;1;12;
2;14;0;1;1;12;
1;71;0;0;1;12;
1;82;0;0;2;12;
1;65;0;0;2;12;
1;99;1;1;2;12;
2;26;0;1;2;12;
5;60;0;1;2;12;
0;3;1;0;2;12;
1;86;1;1;2;12;
1;96;0;0;2;12;
1;73;0;0;3;12;
2;34;1;0;3;12;
1;88;0;0;3;12;
1;75;0;0;3;12;
0;2;1;0;3;12;
5;48;1;1;3;12;
4;48;1;1;3;12;
0;3;0;0;3;12;
1;72;1;1;4;12;
0;2;0;1;4;12;
0;1;0;0;4;12;
3;62;1;0;4;12;
0;3;1;1;4;12;
0;12;0;1;4;12;
1;96;0;1;4;12;
1;92;0;1;4;12;
1;82;0;0;5;12;
5;45;0;1;5;12;
4;56;1;1;5;12;
1;74;1;1;5;12;
2;56;0;1;5;12;
4;14;0;0;5;12;
4;59;0;1;5;12;
0;7;0;1;5;12;
0;6;1;0;6;12;
1;86;1;1;6;12;
1;88;1;1;6;12;
1;81;0;0;6;12;
0;4;1;0;6;12;
3;25;1;0;6;12;
5;63;0;1;6;12;
4;15;0;0;6;12;
1;85;0;0;7;12;
1;75;1;0;7;12;
2;25;0;1;7;12;
3;51;1;0;7;12;
2;42;0;1;7;12;
4;25;0;0;7;12;
3;54;1;0;7;12;
1;65;1;0;7;12;
2;31;1;0;8;12;
1;81;1;0;8;12;
1;69;0;1;8;12;
4;16;1;0;8;12;
4;55;1;1;8;12;
3;48;0;0;8;12;
2;13;0;0;8;12;
1;77;1;1;8;12;
3;49;0;0;9;12;
3;50;0;0;9;12;
5;14;0;1;9;12;
1;92;1;0;9;12;
1;67;1;0;9;12;
0;12;0;0;9;12;
2;53;1;1;9;12;
0;12;1;1;9;12;
5;39;0;0;10;12;
1;66;0;0;10;12;
1;78;1;0;10;12;
0;2;1;1;10;12;
1;71;0;0;10;12;
2;43;1;1;10;12;
3;42;1;1;10;12;
0;9;1;1;10;12;
0;2;0;1;11;12;
4;16;0;1;11;12;
1;90;1;0;11;12;
5;45;1;1;11;12;
2;55;0;0;11;12;
1;72;1;0;11;12;
5;44;1;1;11;12;
3;60;0;1;11;12;
1;78;1;0;12;12;
0;9;0;0;12;12;
1;77;0;0;12;12;
3;28;1;0;12;12;
3;60;1;0;12;12;
0;2;1;0;12;12;
0;6;1;1;12;12;
5;27;0;1;12;12;
1;94;0;0;13;12;
4;14;0;1;13;12;
4;63;1;0;13;12;
4;28;0;0;13;12;
5;34;0;0;13;12;
4;61;1;0;13;12;
5;48;0;0;13;12;
1;73;0;1;13;12;
1;71;1;0;14;12;
3;49;1;0;14;12;
2;40;1;1;14;12;
1;87;0;0;14;12;
0;11;0;1;14;12;
2;47;1;0;14;12;
5;46;0;0;14;12;
1;68;0;1;14;12;
5;37;1;1;15;12;
2;47;0;0;15;12;
1;74;1;1;15;12;
1;82;1;1;15;12;
1;79;1;1;15;12;
1;95;0;1;15;12;
5;41;0;0;15;12;
2;37;0;1;15;12;
5;59;0;1;16;12;
1;81;1;0;16;12;
4;16;0;0;16;12;
1;90;0;1;16;12;
1;82;0;0;16;12;
5;56;1;1;16;12;
0;2;0;0;16;12;
2;13;1;0;16;12;
2;16;0;0;17;12;
5;59;0;1;17;12;
0;8;0;1;17;12;
2;58;1;0;17;12;
5;62;1;1;17;12;
2;59;1;0;17;12;
2;50;0;0;17;12;
5;31;1;0;17;12;
1;99;1;0;18;12;
3;48;1;1;18;12;
1;92;0;1;18;12;
0;7;1;1;18;12;
5;26;0;1;18;12;
1;77;1;0;18;12;
0;8;1;0;18;12;
3;57;1;1;18;12;
2;28;1;1;19;12;
4;21;0;1;19;12;
3;53;1;0;19;12;
4;54;1;0;19;12;
1;90;0;1;19;12;
3;25;0;1;19;12;
5;13;0;0;19;12;
0;8;0;0;19;12;
4;19;1;0;20;12;
3;41;0;1;20;12;
1;77;0;1;20;12;
0;2;1;0;20;12;
3;48;1;0;20;12;
2;47;0;1;20;12;
0;11;0;0;20;12;
4;19;1;1;20;12;
3;21;1;1;21;12;
2;38;0;0;21;12;
0;2;0;0;21;12;
4;24;1;1;21;12;
1;87;1;0;21;12;
4;13;0;1;21;12;
4;14;1;0;21;12;
1;73;0;0;21;12;
1;74;0;0;22;12;
4;16;1;0;22;12;
4;27;0;0;22;12;
4;62;1;0;22;12;
2;50;1;1;22;12;
2;60;1;1;22;12;
5;36;0;1;22;12;
0;6;1;0;22;12;
0;10;1;1;23;12;
5;36;1;0;23;12;
2;63;1;0;23;12;
2;56;1;0;23;12;
4;31;0;0;23;12;
1;65;1;0;23;12;
4;27;0;1;23;12;
5;50;1;0;23;12;
5;45;0;1;24;12;
2;36;0;0;24;12;
2;33;0;1;24;12;
2;63;0;0;24;12;
2;53;1;1;24;12;
4;48;1;0;24;12;
1;93;0;1;24;12;
5;13;0;1;24;12;
1;85;0;0;25;12;
0;11;0;1;25;12;
4;60;0;0;25;12;
5;59;0;0;25;12;
1;94;1;1;25;12;
1;94;1;0;25;12;
1;66;1;0;25;12;
5;36;1;1;25;12;
1;98;0;1;26;12;
1;75;1;0;26;12;
2;31;1;1;26;12;
